name,latitude,longitude,state,lga,care_level,category,functional_status
Kaikaibayas Dispensary,11.9326789999,7.38910699975,Katsina,Kankara,primary,Dispensary,Functional
Mammando Dispensary,12.4360069999,7.39689400004,Katsina,Safana,primary,Dispensary,Functional
Unguwar Dogo Clinic,11.6117209998,7.4022759997,Katsina,Bakori,primary,Primary Health Center,Functional
Unguwan Bawa Health Post,11.7071339996,7.40580000009,Katsina,Bakori,primary,Dispensary,Functional
Kankara General Hospital,11.9318100003,7.41135999987,Katsina,Kankara,secondary,General Hospital,Functional
Kankara Maternal Child Clinic,11.9258300002,7.41451000001,Katsina,Kankara,primary,Primary Health Center,Functional
Yarsanta Primary Health Care,11.9201800004,7.41458000006,Katsina,Kankara,primary,Primary Health Center,Functional
Majema Health Clinic,11.4315020004,7.41936200031,Katsina,Danja,primary,Primary Health Center,Functional
Afunwa Clinic and Maternity,11.5567380005,7.41939500033,Katsina,Bakori,primary,Maternity Home,Functional
Rumawa Dispensary,12.3942679995,7.42292999973,Katsina,Dutsin Ma,primary,Dispensary,Functional
Sabon Garin Safana Health Clinic,12.4156660001,7.42602699984,Katsina,Dutsin Ma,primary,Primary Health Center,Functional
Unguwar Ardo Health Post,11.6965450005,7.43538000019,Katsina,Bakori,primary,Dispensary,Functional
Due Care Hospital,6.18501,6.95767,Anambra,Dunukofia,primary,Private Non Profit,Functional
Dan Marke Primary Health Center,11.8891450003,7.45015600023,Katsina,Kankara,primary,Primary Health Center,Functional
Dan Zangi Dispensary,12.5165579996,7.45620100034,Katsina,Dutsin Ma,primary,Dispensary,Functional
Katsinawa Dispensary,11.9103789997,7.45787000047,Katsina,Kankara,primary,Dispensary,Functional
Gurbi Dispensary,12.0454757764,7.40272587822,Katsina,Kankara,primary,Dispensary,Functional
Janruwa Dispensary,11.9099990005,7.4861629997,Katsina,Kankara,primary,Dispensary,Functional
Tashar Biri Dispensary,12.1159270004,7.4863139998,Katsina,Dan Musa,primary,Dispensary,Functional
Dutsinma Medica Center,12.4458019995,7.49212099975,Katsina,Dutsin Ma,primary,Primary Health Center,Functional
Layin Dorayi Health Clinic,11.3884100001,7.49763700049,Katsina,Danja,primary,Primary Health Center,Functional
Yar Kasuwa Health Clinic,11.4072249999,7.50439000008,Katsina,Danja,primary,Primary Health Center,Functional
Gidan Magina Health Post,11.6597310004,7.50773600036,Katsina,Bakori,primary,Dispensary,Functional
Chediya Health Clinic,12.6181999997,7.527814,Katsina,Kurfi,primary,Primary Health Center,Functional
Agangaro Health Post,13.1574610001,7.53251200019,Katsina,Jibia,primary,Dispensary,Functional
Tafkin Almu Dispensary,12.7663080003,7.54250999998,Katsina,Batagarawa,primary,Dispensary,Functional
Unguwan Fillo Clinic,11.5359750004,7.54289400024,Katsina,Bakori,primary,Primary Health Center,Functional
Dugul Health Clinic,12.2261910003,7.54333999955,Katsina,Matazu,primary,Primary Health Center,Functional
Gidan Zaki Health Clinic,11.9053810003,7.54719100016,Katsina,Kankara,primary,Primary Health Center,Functional
Mazoji Model Primary Health Center,12.2656300001,7.55249999977,Katsina,Matazu,primary,Primary Health Center,Functional
Ecwa Clinic,11.5496859997,7.55264199987,Katsina,Bakori,primary,Private Non Profit,Functional
Walki Health Clinic,11.9933230001,7.55793400046,Katsina,Musawa,primary,Primary Health Center,Functional
Gidan Dodo,12.0347710003,7.56773500012,Katsina,Musawa,primary,Primary Health Center,Functional
Daka Dispensary,12.4605569996,7.56802600032,Katsina,Dutsin Ma,primary,Dispensary,Functional
Sabon Layi A Health Clinic,11.8338799998,7.57091400028,Katsina,Kankara,primary,Primary Health Center,Functional
Bajinawa Health Clinic,12.4113770001,7.57522900021,Katsina,Dutsin Ma,primary,Primary Health Center,Functional
Ginzo Health Clinic,13.0812300003,7.58279200035,Katsina,Jibia,primary,Primary Health Center,Functional
Hurya Dispensary,11.8820380005,7.58429100037,Katsina,Kankara,primary,Dispensary,Functional
Turawa,12.0603219996,7.58483299974,Katsina,Musawa,primary,Primary Health Center,Functional
Raddawa Health Clinic,12.3395410003,7.58522900001,Katsina,Matazu,primary,Primary Health Center,Functional
Jaka Health Clinic,12.5473139995,7.58534800009,Katsina,Dutsin Ma,primary,Primary Health Center,Functional
Unguwar Maikomo Private Clinic,11.4488060001,7.59270500009,Katsina,Kafur,primary,Primary Health Center,Functional
Karo Health Clinic,11.9703330005,7.59429000016,Katsina,Musawa,primary,Primary Health Center,Functional
Alkarya Health Clinic,12.5782789996,7.5996449998,Katsina,Kurfi,primary,Primary Health Center,Functional
Dan Cafa Health Clinic,13.1239540003,7.59971499985,Katsina,Jibia,primary,Primary Health Center,Functional
Katsina General Hospital,12.9985650001,7.59992199999,Katsina,Katsina,secondary,General Hospital,Functional
New Millennium Clinic,12.9829539995,7.60019200017,Katsina,Katsina,primary,Primary Health Center,Functional
Asfa U Clinic,12.9674139999,7.60132399994,Katsina,Katsina,primary,Primary Health Center,Functional
Marina Dispensary,12.587055,7.216509,Katsina,Safana,primary,Dispensary,Functional
Alhazawa Health Clinic,12.0547059998,7.60239799967,Katsina,Musawa,primary,Primary Health Center,Functional
Galadanci General Hospital,12.999873,7.60250999975,Katsina,Katsina,secondary,General Hospital,Functional
Amana Clinic,12.9860299996,7.6059720001,Katsina,Katsina,primary,Primary Health Center,Functional
Wakaza Health Clinic,12.5207820005,7.60706899985,Katsina,Dutsin Ma,primary,Primary Health Center,Functional
Federal College of Education Primary Health Clinic,12.9314859995,7.60786700039,Katsina,Batagarawa,primary,Educational Clinic,Functional
Allah Bamu Lafiya Clinic,12.9931590004,7.60850599982,Katsina,Katsina,primary,Primary Health Center,Functional
Tsamiyar Dukumi Clinic,11.7962700002,7.60907000021,Katsina,Malumfashi,primary,Primary Health Center,Functional
Bilkisu Maternity,12.9948589996,7.60975399967,Katsina,Katsina,primary,Maternity Home,Functional
Mashigi Dispensary,11.8545479998,7.610244,Katsina,Kankara,primary,Dispensary,Functional
Dogon Dawa Dispensary,13.1813050003,7.61054200021,Katsina,Jibia,primary,Dispensary,Functional
Tibis Dispensary,11.4812280002,7.61268599966,Katsina,Kafur,primary,Dispensary,Functional
Dogara Health Clinic,12.7120760005,7.61974300046,Katsina,Charanchi,primary,Primary Health Center,Functional
Malumfashi General Hospital,11.8039680004,7.61977300048,Katsina,Malumfashi,secondary,General Hospital,Functional
Dudi General Hospital,11.8005950002,7.62047199995,Katsina,Malumfashi,secondary,General Hospital,Functional
Kiliya Health Clinic,12.4277590003,7.62499600003,Katsina,Dutsin Ma,primary,Primary Health Center,Functional
Ajs Out Patent Clinic,12.9796320003,7.62527900022,Katsina,Katsina,primary,Primary Health Center,Functional
Malumfashi Clinic,11.7942209998,7.62617399983,Katsina,Malumfashi,primary,Primary Health Center,Functional
Baganzama Dispensary,12.8067519998,7.63176999963,Katsina,Batagarawa,primary,Dispensary,Functional
Zangon Borindawa Clinic,11.7987599999,7.63222999994,Katsina,Malumfashi,primary,Primary Health Center,Functional
Modoji Health Clinic,13.0123430005,7.64075399973,Katsina,Katsina,primary,Primary Health Center,Functional
Ginchawa Clinic,12.2261420003,7.6490900004,Katsina,Matazu,primary,Primary Health Center,Functional
Airport Clinic,13.0021609996,7.65873899995,Katsina,Katsina,primary,Primary Health Center,Functional
Kwandawa Health Clinic,11.9026600005,7.66478000006,Katsina,Malumfashi,primary,Primary Health Center,Functional
Tunkudo Health Clinic,11.8271600002,7.66843999955,Katsina,Malumfashi,primary,Primary Health Center,Functional
Musawa General Hospital,12.1367379995,7.66906799997,Katsina,Musawa,secondary,General Hospital,Functional
Dafara Health Clinic,12.5647120003,7.69327000042,Katsina,Charanchi,primary,Primary Health Center,Functional
Kadanya Dispensary,12.3814749998,7.69426800009,Katsina,Charanchi,primary,Dispensary,Functional
Malole Health Clinic,12.4159880003,7.69428700011,Katsina,Charanchi,primary,Primary Health Center,Functional
Hanaye Primary Health Center,12.7039109999,7.69926500049,Katsina,Charanchi,primary,Primary Health Center,Functional
Baran Gizo Health Post,12.4425260003,7.70633300029,Katsina,Charanchi,primary,Dispensary,Functional
Mazaga Dispensary,12.6659020001,7.70756600013,Katsina,Charanchi,primary,Dispensary,Functional
Gidan Lumo Clinic,12.1341469998,7.7082509996,Katsina,Musawa,primary,Primary Health Center,Functional
Nasarawa Health Clinic,12.290273,7.728389,Katsina,Matazu,primary,Primary Health Center,Functional
Barmo Health Clinic,11.3417600004,7.71017999991,Katsina,Danja,primary,Primary Health Center,Functional
Lamuntani Health Clinic,11.9191299997,7.71023999995,Katsina,Malumfashi,primary,Primary Health Center,Functional
Yar Kandaya Health Center,11.6672549996,7.7138480004,Katsina,Kafur,primary,Primary Health Center,Functional
Kodar Jalli Dispensary,12.6404329998,7.71569999966,Katsina,Charanchi,primary,Dispensary,Functional
Ruga Health Clinic,12.5753059995,7.71762899997,Katsina,Charanchi,primary,Primary Health Center,Functional
Yarkanya Health Clinic,12.2695079998,7.72046299989,Katsina,Matazu,primary,Primary Health Center,Functional
Daurawa Dispensary,12.1979290001,7.72671500014,Katsina,Matazu,primary,Dispensary,Functional
Kuki Dispensary,12.6940500002,7.72809800008,Katsina,Charanchi,primary,Dispensary,Functional
Munta Tsauni Clinic,12.1283859999,7.72920999984,Katsina,Musawa,primary,Primary Health Center,Functional
Fulalawa Health Clinic,12.0863720003,7.73002800039,Katsina,Musawa,primary,Primary Health Center,Functional
Lamba Health Clinic,12.4598710001,7.73182099961,Katsina,Charanchi,primary,Primary Health Center,Functional
Famfo Health Post,12.0485329996,7.73957899988,Katsina,Musawa,primary,Dispensary,Functional
Gidan Zomo Health Center,12.0261160004,7.74120499999,Katsina,Musawa,primary,Primary Health Center,Functional
Tafidarawa Health Clinic,13.0138999995,7.7429900002,Katsina,Rimi,primary,Primary Health Center,Functional
Aduwa Health Clinic,12.1847080001,7.74957299967,Katsina,Musawa,primary,Primary Health Center,Functional
Yar Santa Health Clinic,12.0125780002,7.76009799982,Katsina,Musawa,primary,Primary Health Center,Functional
Yar Kirgi Primary Health Center,12.0530859997,7.7624160004,Katsina,Musawa,primary,Primary Health Center,Functional
Kunatau A Health Post,12.6977739997,7.76738799978,Katsina,Charanchi,primary,Dispensary,Functional
Tsakuwa Health Clinic,12.2552280001,7.77273200041,Katsina,Matazu,primary,Primary Health Center,Functional
Kira Health Clinic,12.1867769995,7.78531299996,Katsina,Musawa,primary,Primary Health Center,Functional
Jewa Gari Health Post,12.6365870002,7.78668499989,Katsina,Charanchi,primary,Dispensary,Functional
Kurna Health Clinic,12.852703,7.79163900025,Katsina,Mani,primary,Primary Health Center,Functional
Charambi Clinic,12.9025129999,7.79201699951,Katsina,Mani,primary,Primary Health Center,Functional
Unguwar Gari Health Clinic,11.82827,7.79707899995,Katsina,Kafur,primary,Primary Health Center,Functional
Jidda Health Post,12.8660850001,7.80345300028,Katsina,Mani,primary,Dispensary,Functional
Hadaba Health Clinic,12.2424280004,7.80791100031,Katsina,Musawa,primary,Primary Health Center,Functional
Damakwaro Gundi Dispensary,12.6965009999,7.8131939999,Katsina,Charanchi,primary,Dispensary,Functional
Ggpss Kankia Health Clinic,12.546564,7.81788900009,Katsina,Kankia,primary,Primary Health Center,Functional
Yarchakarande Health Clinic,12.7969340001,7.82287000047,Katsina,Mani,primary,Primary Health Center,Functional
Tsagem Health Clinic,12.9514840001,7.82631799982,Katsina,Mani,primary,Primary Health Center,Functional
Jeri Health Clinic,12.3535699999,7.82892999959,Katsina,Kusada,primary,Primary Health Center,Functional
Garun Sanyina Health Clinic,12.2547409997,7.82905799968,Katsina,Musawa,primary,Primary Health Center,Functional
Barakai Health Clinic,11.8036980003,7.83047799964,Katsina,Kafur,primary,Primary Health Center,Functional
Center Rinji Health Clinic,12.1239509999,7.83501599973,Katsina,Musawa,primary,Primary Health Center,Functional
Kwalkodau Health Clinic,12.8955220001,7.83578500025,Katsina,Mani,primary,Primary Health Center,Functional
Burkumi Health Clinic,12.1720289995,7.83712500016,Katsina,Musawa,primary,Primary Health Center,Functional
Jangachi Dispensary,12.1018189998,7.83879600029,Katsina,Musawa,primary,Dispensary,Functional
Gidan Dukku Dispensary,12.0893220003,7.84182200035,Katsina,Musawa,primary,Dispensary,Functional
Kankia General Hospital,12.5493169999,7.84276599999,Katsina,Kankia,secondary,General Hospital,Functional
Sabuwar Rijiya Dispensary,13.3075480001,7.84319400028,Katsina,Mashi,primary,Dispensary,Functional
Kukoki Health Clinic,13.0898370001,7.85122999974,Katsina,Mani,primary,Primary Health Center,Functional
Aniyawa Health Post,12.8033820005,7.85586599989,Katsina,Mani,primary,Dispensary,Functional
Shaiskawa Dispensary,12.9552339997,7.86479499996,Katsina,Mani,primary,Dispensary,Functional
Rinjin Samu Health Clinic,12.0363670003,7.86744899976,Katsina,Musawa,primary,Primary Health Center,Functional
Damawa Health Post,13.0179550003,7.87134500041,Katsina,Mani,primary,Dispensary,Functional
Mani General Hospital,12.8620730004,7.8786940004,Katsina,Mani,secondary,General Hospital,Functional
Gallawa Health Clinic,12.8049429996,7.88203299967,Katsina,Mani,primary,Primary Health Center,Functional
Guma Dispensary,13.0621060003,7.88885800031,Katsina,Mashi,primary,Dispensary,Functional
Faru Health Clinic,12.8094699996,7.89006700013,Katsina,Bindawa,primary,Primary Health Center,Functional
Muraye Dispensary,13.1049060004,7.89683299973,Katsina,Mashi,primary,Dispensary,Functional
Kurmi Dispensary,12.6326320005,7.89786500043,Katsina,Bindawa,primary,Dispensary,Functional
Tagura Dispensary,13.0372300004,7.90523800044,Katsina,Mashi,primary,Dispensary,Functional
Bakankara Health Clinic,12.8754190004,7.90639000022,Katsina,Mani,primary,Primary Health Center,Functional
Dankada Maternal and Child Health,13.3098609996,7.93328200049,Katsina,Mashi,primary,Primary Health Center,Functional
Kurunkus Health Clinic,12.8583049998,7.95721999976,Katsina,Mani,primary,Primary Health Center,Functional
Marnawa Dispensary,13.1737050001,7.95752699997,Katsina,Mashi,primary,Dispensary,Functional
Binoni Health Clinic,12.8858159995,7.97010399951,Katsina,Mani,primary,Primary Health Center,Functional
Toranke Dispensary,12.942416,7.97112700021,Katsina,Mashi,primary,Dispensary,Functional
Boko Sire Dispensary,12.5065799998,7.97270100028,Katsina,Kusada,primary,Dispensary,Functional
Darkima Dispensary,13.2057919999,7.98224299976,Katsina,Mashi,primary,Dispensary,Functional
Kaura Jogo Dispensary,12.836478,7.98684299989,Katsina,Bindawa,primary,Dispensary,Functional
Dan Marke Health Post,12.6129560001,7.98786899958,Katsina,Bindawa,primary,Dispensary,Functional
Danlako Dispensary,13.1939519999,7.99691499973,Katsina,Mashi,primary,Dispensary,Functional
Digga Dispensary,12.8303309998,8.01326699984,Katsina,Bindawa,primary,Dispensary,Functional
Dandana Health Clinic,13.2411049999,8.01907499979,Katsina,Mashi,primary,Primary Health Center,Functional
Kindigi Health Clinic,13.2136230002,8.02020599955,Katsina,Mashi,primary,Primary Health Center,Functional
Kamarawa Dispensary,13.2962630004,8.02050399976,Katsina,Mashi,primary,Dispensary,Functional
Kudandamawa Dispensary,13.1952399997,8.02887500044,Katsina,Mashi,primary,Dispensary,Functional
Gyarta Dispensary,13.1325520002,8.04048000033,Katsina,Mashi,primary,Dispensary,Functional
Dokawa Kudu Clinic,12.9693850003,8.04899500012,Katsina,Mashi,primary,Primary Health Center,Functional
Kinagwama Health Clinic,12.8395,8.05643000017,Katsina,Mani,primary,Primary Health Center,Functional
Ingawa General Hospital,12.6398810004,8.05697599954,Katsina,Ingawa,secondary,General Hospital,Functional
Danfardu Dispensary,13.2092540003,8.0673649996,Katsina,Mashi,primary,Dispensary,Functional
Isufawa Health Clinic,12.8331699997,8.07442000039,Katsina,Mani,primary,Primary Health Center,Functional
Birki Dispensary,12.8726789996,8.07673699996,Katsina,Dutsi,primary,Dispensary,Functional
Sabon Sara Health Clinic,12.5631290003,8.08359199962,Katsina,Ingawa,primary,Primary Health Center,Functional
Agala Health Clinic,13.1669519995,8.08688899986,Katsina,Mashi,primary,Primary Health Center,Functional
